"","Chromosome","Start","Strand","mean.old","mean.young","mean.diff"
"2420","chr1",22509062,"+",0.944444444444444,0.365319865319865,0.579124579124579
"2432","chr1",22604980,"+",0.837164750957854,0.252392344497608,0.584772406460247
"2568","chr1",23491303,"+",0.440972222222222,0.96875,-0.527777777777778
"2592","chr1",23637074,"+",0.90625,0.392857142857143,0.513392857142857
"2602","chr1",23702502,"+",0.333333333333333,0.966666666666667,-0.633333333333333
"2658","chr1",23969282,"+",0.96,0.423076923076923,0.536923076923077
"2699","chr1",24237582,"+",1,0.4,0.6
"2713","chr1",24292711,"+",0,0.518306636155606,-0.518306636155606
"2768","chr1",24583345,"+",0.892857142857143,0.36875,0.524107142857143
"2823","chr1",24943999,"+",0.856459330143541,0.327272727272727,0.529186602870813
"2838","chr1",25027384,"+",0.848684210526316,0.3125,0.536184210526316
"2869","chr1",25178168,"+",0.942142857142857,0.375438596491228,0.566704260651629
"2873","chr1",25180816,"+",0.899068322981367,0.382352941176471,0.516715381804896
"3005","chr1",26236408,"+",0.916666666666667,0.397619047619048,0.519047619047619
"3018","chr1",26379113,"+",0.853365384615385,0.227272727272727,0.626092657342657
"3041","chr1",26685400,"+",0.229166666666667,0.85,-0.620833333333333
"3056","chr1",26957083,"+",0.858333333333333,0.230769230769231,0.627564102564103
"3077","chr1",27293017,"+",0.954545454545455,0.35,0.604545454545455
"3104","chr1",27556925,"+",0.859543817527011,0.358173076923077,0.501370740603934
"3163","chr1",28469990,"+",0.277777777777778,0.8,-0.522222222222222
"3171","chr1",28517661,"+",1,0.428571428571429,0.571428571428571
"3234","chr1",29437005,"+",0.980769230769231,0.375,0.605769230769231
"3272","chr1",29942759,"+",0.964285714285714,0.441666666666667,0.522619047619048
"3431","chr1",30954361,"+",0.524242424242424,0.00961538461538462,0.51462703962704
"3438","chr1",30984592,"+",0.954545454545455,0.446969696969697,0.507575757575758
"3458","chr1",31142256,"+",0.786538461538462,0.247619047619048,0.538919413919414
"3592","chr1",32337256,"+",0.922972972972973,0.419607843137255,0.503365129835718
"3680","chr1",33332362,"+",0.944444444444444,0.342105263157895,0.60233918128655
"3729","chr1",33624587,"+",0.0849673202614379,0.766666666666667,-0.681699346405229
"3744","chr1",33697227,"+",0.925,0.382692307692308,0.542307692307692
"3800","chr1",33912803,"+",0.730902777777778,0.16235632183908,0.568546455938697
"3814","chr1",33963863,"+",0.933333333333333,0.375,0.558333333333333
"3835","chr1",34029309,"+",0.928571428571429,0.414705882352941,0.513865546218487
"3847","chr1",34103709,"+",0.21218487394958,0.857142857142857,-0.644957983193277
"3851","chr1",34110053,"+",0.143939393939394,0.753105590062112,-0.609166196122718
"3855","chr1",34129886,"+",0.916083916083916,0.383333333333333,0.532750582750583
"3898","chr1",34237350,"+",0.152173913043478,0.726190476190476,-0.574016563146998
"3999","chr1",34535887,"+",0.903846153846154,0.331730769230769,0.572115384615385
"4008","chr1",34561496,"+",0.441304347826087,1,-0.558695652173913
"4015","chr1",34582162,"+",0.821428571428571,0.257177033492823,0.564251537935748
"4032","chr1",34676290,"+",0.933333333333333,0.359649122807018,0.573684210526316
"4056","chr1",34732237,"+",0.916666666666667,0.389140271493213,0.527526395173454
"4127","chr1",34988409,"+",0.681818181818182,0.125,0.556818181818182
"4278","chr1",35849945,"+",0.140866873065015,0.686842105263158,-0.545975232198142
"4285","chr1",35869831,"+",0.185964912280702,0.741758241758242,-0.55579332947754
"4292","chr1",35896646,"+",1,0.416666666666667,0.583333333333333
"4298","chr1",35918390,"+",0.978260869565217,0.466666666666667,0.511594202898551
"4306","chr1",35954772,"+",0.970588235294118,0.362745098039216,0.607843137254902
"4312","chr1",35974005,"+",0.0627450980392157,0.708041958041958,-0.645296860002742
"4324","chr1",36030626,"+",0.347826086956522,0.857142857142857,-0.509316770186335
"4333","chr1",36068007,"+",0.258333333333333,0.883333333333333,-0.625
"4404","chr1",36255192,"+",0.0588235294117647,0.590744101633394,-0.531920572221629
"4405","chr1",36255205,"+",0.117647058823529,0.701612903225806,-0.583965844402277
"4410","chr1",36262042,"+",0.802255639097744,0.280769230769231,0.521486408328514
"4411","chr1",36262499,"+",0.728739002932551,0.166666666666667,0.562072336265885
"4414","chr1",36266638,"+",0.131578947368421,0.758181818181818,-0.626602870813397
"4426","chr1",36297510,"+",0.504222972972973,0,0.504222972972973
"4443","chr1",36344174,"+",0.491666666666667,1,-0.508333333333333
"4455","chr1",36390340,"+",0.341739130434783,0.842105263157895,-0.500366132723112
"4492","chr1",36505538,"+",0.961538461538462,0.392857142857143,0.568681318681319
"4505","chr1",36530626,"+",0.979166666666667,0.428571428571429,0.550595238095238
"4510","chr1",36543299,"+",1,0.475,0.525
"4523","chr1",36561124,"+",0.0882352941176471,0.727272727272727,-0.63903743315508
"4540","chr1",36580766,"+",0.187878787878788,0.692307692307692,-0.504428904428904
"4548","chr1",36603538,"+",0.878571428571429,0.337797619047619,0.540773809523809
"4560","chr1",36642136,"+",0.480769230769231,1,-0.519230769230769
"4588","chr1",36746960,"+",0.884615384615385,0.278787878787879,0.605827505827506
"4646","chr1",36922191,"+",0.714285714285714,0.172413793103448,0.541871921182266
"4699","chr1",37087980,"+",0.8125,0.208333333333333,0.604166666666667
"4701","chr1",37088765,"+",0.15,0.678571428571429,-0.528571428571429
"4745","chr1",37212954,"+",0.225877192982456,0.825,-0.599122807017544
"4752","chr1",37218876,"+",0.663793103448276,0.0625,0.601293103448276
"4770","chr1",37249723,"+",0.441666666666667,0.976190476190476,-0.53452380952381
"4853","chr1",37530245,"+",0.0333333333333333,0.75,-0.716666666666667
"4854","chr1",37530302,"+",0.227272727272727,0.875,-0.647727272727273
"4855","chr1",37530421,"+",0.425,0.956521739130435,-0.531521739130435
"4861","chr1",37562136,"+",0.883333333333333,0.331578947368421,0.551754385964912
"4880","chr1",37626262,"+",0.982142857142857,0.463461538461538,0.518681318681319
"4962","chr1",37913700,"+",0.936507936507937,0.41025641025641,0.526251526251526
"5026","chr1",38172343,"+",0.973684210526316,0.46875,0.504934210526316
"5034","chr1",38190824,"+",1,0.466666666666667,0.533333333333333
"5065","chr1",38308857,"+",0.025,0.632284921369103,-0.607284921369103
"5112","chr1",38468724,"+",0.863636363636364,0.323529411764706,0.540106951871658
"5128","chr1",38539949,"+",0.115384615384615,0.823529411764706,-0.70814479638009
"5149","chr1",38587552,"+",0.0454545454545455,0.75,-0.704545454545455
"5162","chr1",38626506,"+",0.136363636363636,0.760810810810811,-0.624447174447174
"5229","chr1",38862417,"+",0.6625,0.147058823529412,0.515441176470588
"5274","chr1",39012884,"+",0.481707317073171,1,-0.518292682926829
"5280","chr1",39023956,"+",0.387228260869565,0.892857142857143,-0.505628881987578
"5343","chr1",39235194,"+",1,0.465555555555556,0.534444444444444
"5390","chr1",39366984,"+",0.395,0.916666666666667,-0.521666666666667
"5393","chr1",39381188,"+",0.679166666666667,0.0666666666666667,0.6125
"5422","chr1",39447417,"+",0.961538461538462,0.444444444444444,0.517094017094017
"5433","chr1",39477463,"+",0.247058823529412,0.75,-0.502941176470588
"5441","chr1",39503309,"+",0.964285714285714,0.388888888888889,0.575396825396825
"5460","chr1",39534976,"+",0.75,0.1875,0.5625
"5540","chr1",39767593,"+",0.125,0.75,-0.625
"5622","chr1",40034037,"+",0.880608974358974,0.356763925729443,0.523845048629531
"5623","chr1",40046056,"+",0.833333333333333,0.113636363636364,0.71969696969697
"5661","chr1",40240742,"+",0.632352941176471,0.0932330827067669,0.539119858469704
"5735","chr1",40515043,"+",0.535714285714286,0,0.535714285714286
"5765","chr1",40674628,"+",0.978260869565217,0.46875,0.509510869565217
"5779","chr1",40738004,"+",0.33,0.892857142857143,-0.562857142857143
"5800","chr1",40833632,"+",1,0.416666666666667,0.583333333333333
"5851","chr1",41063362,"+",0.84,0.3125,0.5275
"5919","chr1",41431603,"+",0.374242424242424,0.95,-0.575757575757576
"5942","chr1",41666145,"+",0.622549019607843,0.1,0.522549019607843
"5963","chr1",41791625,"+",0.978260869565217,0.47165991902834,0.506600950536877
"5977","chr1",41888204,"+",0.961538461538462,0.429864253393665,0.531674208144796
"6081","chr1",42396370,"+",0.386363636363636,0.941176470588235,-0.554812834224599
"6082","chr1",42398949,"+",0.645748987854251,0.0769230769230769,0.568825910931174
"6108","chr1",42474368,"+",0.826086956521739,0.295454545454545,0.530632411067194
"6109","chr1",42474421,"+",0.734299516908212,0.1875,0.546799516908212
"6123","chr1",42522504,"+",1,0.494983277591973,0.505016722408027
"6230","chr1",42795556,"+",0.125,0.684873949579832,-0.559873949579832
"6234","chr1",42810395,"+",0.894736842105263,0.342105263157895,0.552631578947368
"6235","chr1",42810455,"+",1,0.473684210526316,0.526315789473684
"6319","chr1",43192732,"+",0.0384615384615385,0.567669172932331,-0.529207634470792
"6352","chr1",43360483,"+",0.730769230769231,0.147058823529412,0.583710407239819
"6353","chr1",43360523,"+",0.842105263157895,0.272727272727273,0.569377990430622
"6371","chr1",43457946,"+",0.113636363636364,0.642045454545455,-0.528409090909091
"6379","chr1",43501810,"+",0.81043956043956,0.261111111111111,0.549328449328449
"6402","chr1",43636219,"+",0.746684350132626,0.181818181818182,0.564866168314444
"6409","chr1",43715201,"+",0.111111111111111,0.643318965517241,-0.53220785440613
"6505","chr1",44810622,"+",0.291025641025641,0.818181818181818,-0.527156177156177
"6537","chr1",45316079,"+",0.88974358974359,0.387820512820513,0.501923076923077
"6558","chr1",45532711,"+",0.961538461538462,0.381818181818182,0.57972027972028
"6657","chr1",46340193,"+",0.413461538461538,1,-0.586538461538462
"6663","chr1",46364625,"+",1,0.428571428571429,0.571428571428571
"6711","chr1",46885521,"+",0.82516339869281,0.29047619047619,0.53468720821662
"6817","chr1",48426333,"+",1,0.457575757575758,0.542424242424242
"6847","chr1",48802134,"+",0.492424242424242,1,-0.507575757575758
"6848","chr1",48815435,"+",0.424019607843137,0.982142857142857,-0.55812324929972
"6866","chr1",49192023,"+",1,0.46031746031746,0.53968253968254
"6954","chr1",50710379,"+",0.894736842105263,0.351851851851852,0.542884990253411
"6963","chr1",50836285,"+",0,0.554545454545455,-0.554545454545455
"6964","chr1",50836293,"+",0,0.606060606060606,-0.606060606060606
"6967","chr1",50847567,"+",0.210144927536232,0.743295019157088,-0.533150091620856
"6981","chr1",50935847,"+",0.696651090342679,0.177609427609428,0.519041662733251
"7011","chr1",51199641,"+",1,0.466666666666667,0.533333333333333
"7018","chr1",51249416,"+",0.219814241486068,0.866541353383459,-0.646727111897391
"7024","chr1",51289527,"+",0.0555555555555556,0.646875,-0.591319444444444
"7025","chr1",51289740,"+",0,0.966666666666667,-0.966666666666667
"7026","chr1",51289751,"+",0.25,0.9375,-0.6875
"7027","chr1",51289759,"+",0.125,0.925824175824176,-0.800824175824176
"7028","chr1",51289761,"+",0.358974358974359,1,-0.641025641025641
"7029","chr1",51289770,"+",0.279761904761905,1,-0.720238095238095
"7030","chr1",51289776,"+",0.345238095238095,0.882352941176471,-0.537114845938375
"7031","chr1",51289781,"+",0.1,0.921052631578947,-0.821052631578947
"7032","chr1",51289823,"+",0.133333333333333,0.916666666666667,-0.783333333333333
"7033","chr1",51289836,"+",0.1,0.970588235294118,-0.870588235294118
"7034","chr1",51289839,"+",0.107142857142857,0.694852941176471,-0.587710084033613
"7036","chr1",51290138,"+",0.05,0.909090909090909,-0.859090909090909
"7038","chr1",51292356,"+",0.485294117647059,1,-0.514705882352941
"7039","chr1",51292644,"+",0.353947368421053,0.872073578595318,-0.518126210174265
"7040","chr1",51292681,"+",0.385714285714286,0.91304347826087,-0.527329192546584
"7044","chr1",51296135,"+",0.305882352941176,0.829721362229102,-0.523839009287926
"7045","chr1",51296142,"+",0.0833333333333333,0.770897832817337,-0.687564499484004
"7046","chr1",51299649,"+",0.249084249084249,0.863636363636364,-0.614552114552114
"7052","chr1",51334713,"+",0.0666666666666667,0.678571428571428,-0.611904761904762
"7084","chr1",51567955,"+",0.456521739130435,0.972222222222222,-0.515700483091788
"7145","chr1",51863838,"+",1,0.45,0.55
"7164","chr1",51913302,"+",1,0.428571428571429,0.571428571428571
"7176","chr1",52005803,"+",0.979166666666667,0.462962962962963,0.516203703703704
"7266","chr1",52408675,"+",0.978260869565217,0.396153846153846,0.582107023411371
"7320","chr1",52749736,"+",1,0.468253968253968,0.531746031746032
"7354","chr1",52955245,"+",0.713527851458886,0.05,0.663527851458886
"7355","chr1",52959824,"+",0.966666666666667,0.44125,0.525416666666667
"7390","chr1",53272566,"+",0.243697478991597,0.75,-0.506302521008403
"7407","chr1",53437442,"+",0.941176470588235,0.429487179487179,0.511689291101056
"7415","chr1",53498123,"+",0.435714285714286,0.95,-0.514285714285714
"7452","chr1",53724911,"+",0.975,0.45,0.525
"7493","chr1",53978332,"+",0.352941176470588,0.866666666666667,-0.513725490196078
"7494","chr1",53978340,"+",0.411764705882353,0.933333333333333,-0.52156862745098
"7552","chr1",54355592,"+",0.129120879120879,0.69047619047619,-0.561355311355311
"7596","chr1",54689143,"+",0.357843137254902,0.880952380952381,-0.523109243697479
"7620","chr1",54839234,"+",1,0.477678571428571,0.522321428571429
"7654","chr1",55027850,"+",0.633333333333333,0.131578947368421,0.501754385964912
"7687","chr1",55193306,"+",0.331723027375201,0.852941176470588,-0.521218149095387
"7710","chr1",55277392,"+",1,0.466666666666667,0.533333333333333
"7737","chr1",55434139,"+",0.326923076923077,0.833333333333333,-0.506410256410256
"7738","chr1",55434630,"+",0.0652173913043478,0.615384615384615,-0.550167224080268
"7762","chr1",55570473,"+",0.188034188034188,0.736842105263158,-0.54880791722897
"7799","chr1",55814917,"+",1,0.480392156862745,0.519607843137255
"7805","chr1",55838088,"+",0.208333333333333,0.74223602484472,-0.533902691511387
"7830","chr1",55960146,"+",0.23989898989899,0.794117647058824,-0.554218657159834
"7994","chr1",57086413,"+",0.471052631578947,1,-0.528947368421053
"8016","chr1",57206156,"+",0.1,0.719457013574661,-0.619457013574661
"8039","chr1",57269264,"+",0.941176470588235,0.40625,0.534926470588235
"8110","chr1",57609591,"+",0.9,0.235294117647059,0.664705882352941
"8124","chr1",57715369,"+",0.45,0.966666666666667,-0.516666666666667
"8129","chr1",57732285,"+",1,0.438502673796791,0.561497326203209
"8132","chr1",57741965,"+",0.452380952380952,1,-0.547619047619048
"8153","chr1",57790073,"+",0.966666666666667,0.45,0.516666666666667
"8250","chr1",58152722,"+",0.984375,0.458333333333333,0.526041666666667
"8280","chr1",58290057,"+",0.2,0.710526315789474,-0.510526315789474
"8305","chr1",58340838,"+",0.0869565217391304,0.756302521008403,-0.669345999269273
"8363","chr1",58687446,"+",1,0.461021505376344,0.538978494623656
"8408","chr1",58897447,"+",0.953125,0.378787878787879,0.574337121212121
"8468","chr1",59186511,"+",0.435714285714286,1,-0.564285714285714
"8486","chr1",59257080,"+",0.75,0.233333333333333,0.516666666666667
"8524","chr1",59365931,"+",1,0.48582995951417,0.51417004048583
"8526","chr1",59368148,"+",0.695652173913043,0.173076923076923,0.52257525083612
"8529","chr1",59383387,"+",0.0689655172413793,0.711428571428571,-0.642463054187192
"8544","chr1",59414745,"+",0.806513409961686,0.25,0.556513409961686
"8619","chr1",59610157,"+",0.146341463414634,0.70076726342711,-0.554425800012476
"8638","chr1",59833909,"+",0.153846153846154,0.823529411764706,-0.669683257918552
"8672","chr1",60099095,"+",0.0838815789473684,0.711538461538462,-0.627656882591093
"8747","chr1",60658501,"+",0.791666666666667,0.266666666666667,0.525
"8753","chr1",60670001,"+",0.267857142857143,0.841176470588235,-0.573319327731093
"8765","chr1",60715766,"+",0.16374269005848,0.90625,-0.74250730994152
"8768","chr1",60716004,"+",0.0909090909090909,0.648275862068965,-0.557366771159875
"8777","chr1",60748860,"+",0.12406015037594,0.655844155844156,-0.531784005468216
"8778","chr1",60748893,"+",0,0.65,-0.65
"8782","chr1",60758554,"+",0.225,0.866666666666667,-0.641666666666667
"8844","chr1",60990401,"+",0.58974358974359,0.0416666666666667,0.548076923076923
"8932","chr1",61338043,"+",0.4,0.95625,-0.55625
"8937","chr1",61358337,"+",1,0.4375,0.5625
"9066","chr1",62447047,"+",0.227083333333333,0.861111111111111,-0.634027777777778
"9106","chr1",62705444,"+",0.75,0.130952380952381,0.619047619047619
"9110","chr1",62713128,"+",0,0.954545454545455,-0.954545454545455
"9158","chr1",62795806,"+",0.592760180995475,0.0741758241758242,0.518584356819651
"9160","chr1",62795855,"+",0.571022727272727,0.0454545454545455,0.525568181818182
"9309","chr1",63268186,"+",0.143790849673203,0.675675675675676,-0.531884826002473
"9347","chr1",63368104,"+",0.755244755244755,0.15625,0.598994755244755
"9356","chr1",63401685,"+",1,0.48989898989899,0.51010101010101
"9373","chr1",63450145,"+",0.273809523809524,0.776654411764706,-0.502844887955182
"9404","chr1",63569354,"+",1,0.491304347826087,0.508695652173913
"9421","chr1",63639806,"+",0.141666666666667,0.868421052631579,-0.726754385964912
"9470","chr1",63857769,"+",0.0384615384615385,0.589285714285714,-0.550824175824176
"9477","chr1",63918941,"+",0.904761904761905,0.403679653679654,0.501082251082251
"9487","chr1",63994869,"+",0.252613240418118,0.763157894736842,-0.510544654318724
"9503","chr1",64019688,"+",0.257894736842105,0.765,-0.507105263157895
"9516","chr1",64052587,"+",0.826086956521739,0.286096256684492,0.539990699837247
"9517","chr1",64052593,"+",0.888339920948617,0.2,0.688339920948617
"9550","chr1",64199654,"+",1,0.4,0.6
"9615","chr1",64529808,"+",1,0.166666666666667,0.833333333333333
"9778","chr1",65164910,"+",1,0.471428571428571,0.528571428571429
"9784","chr1",65188064,"+",0.366666666666667,0.909090909090909,-0.542424242424242
"9788","chr1",65221799,"+",0.491666666666667,1,-0.508333333333333
"9835","chr1",65606392,"+",0.979166666666667,0.392857142857143,0.586309523809524
"9866","chr1",65795013,"+",0.970588235294118,0.391304347826087,0.579283887468031
"9878","chr1",65833010,"+",0.868421052631579,0.316666666666667,0.551754385964912
"9912","chr1",66004377,"+",0.714285714285714,0.133333333333333,0.580952380952381
"9943","chr1",66182791,"+",0.970588235294118,0.43452380952381,0.536064425770308
"9956","chr1",66227219,"+",0.0833333333333333,0.794117647058824,-0.71078431372549
"9975","chr1",66311127,"+",1,0.458333333333333,0.541666666666667
"9979","chr1",66339240,"+",0.29923273657289,0.84375,-0.54451726342711
"9984","chr1",66363292,"+",1,0.46875,0.53125
"10127","chr1",66875754,"+",0.113513513513514,0.636363636363636,-0.522850122850123
"10221","chr1",67197678,"+",1,0.497058823529412,0.502941176470588
"10297","chr1",67599421,"+",0.954545454545455,0.42032967032967,0.534215784215784
"10338","chr1",67802717,"+",1,0.361111111111111,0.638888888888889
"10487","chr1",68740116,"+",0.859477124183006,0.356060606060606,0.5034165181224
"10646","chr1",69680349,"+",0.823586744639376,0.287433155080214,0.536153589559162
"10660","chr1",69759680,"+",0.708333333333333,0.15,0.558333333333333
"10812","chr1",70871075,"+",0.888888888888889,0.36,0.528888888888889
"10836","chr1",71102107,"+",0.819852941176471,0.119047619047619,0.700805322128851
"10847","chr1",71167215,"+",1,0.458333333333333,0.541666666666667
"10861","chr1",71269322,"+",0.976190476190476,0.471153846153846,0.50503663003663
"10886","chr1",71340544,"+",0.491666666666667,1,-0.508333333333333
"10892","chr1",71362137,"+",0.833333333333333,0.275,0.558333333333333
"10906","chr1",71442643,"+",0.780112044817927,0.175480769230769,0.604631275587158
"10934","chr1",71620005,"+",0.972222222222222,0.468390804597701,0.503831417624521
"10939","chr1",71649533,"+",0.760869565217391,0.254137115839243,0.506732449378148
"10983","chr1",71886515,"+",0,0.566801619433198,-0.566801619433198
"10984","chr1",71886554,"+",0.08,0.648333333333333,-0.568333333333333
"11018","chr1",72036881,"+",0.0277777777777778,0.564935064935065,-0.537157287157287
"11032","chr1",72104570,"+",0.48951048951049,1,-0.51048951048951
"11102","chr1",72264370,"+",0.976190476190476,0.444711538461538,0.531478937728938
"11126","chr1",72400458,"+",0.428571428571429,0.936538461538462,-0.507967032967033
"11162","chr1",72521832,"+",0.656140350877193,0.075,0.581140350877193
"11168","chr1",72535043,"+",0.305194805194805,0.84375,-0.538555194805195
"11181","chr1",72573231,"+",1,0.447115384615385,0.552884615384615
"11197","chr1",72599591,"+",0.172697368421053,0.870098039215686,-0.697400670794634
"11199","chr1",72599837,"+",0.0416666666666667,0.65,-0.608333333333333
"11265","chr1",72815928,"+",0.8,0.291666666666667,0.508333333333333
"11385","chr1",73397235,"+",0.916666666666667,0.384615384615385,0.532051282051282
"11403","chr1",73471846,"+",0.964285714285714,0.35,0.614285714285714
"11437","chr1",73687217,"+",0.78974358974359,0.25,0.53974358974359
"11476","chr1",73906094,"+",0.916666666666667,0.327777777777778,0.588888888888889
"11520","chr1",74013785,"+",0.211111111111111,0.809523809523809,-0.598412698412698
"11540","chr1",74074182,"+",0.05,0.653571428571429,-0.603571428571429
"11553","chr1",74122412,"+",0.313235294117647,0.85,-0.536764705882353
"11569","chr1",74173163,"+",0.145614035087719,0.774358974358974,-0.628744939271255
"11595","chr1",74262743,"+",0.0161290322580645,0.543181818181818,-0.527052785923754
"11620","chr1",74326135,"+",0.939171699741156,0.4,0.539171699741156
"11655","chr1",74415792,"+",1,0.464285714285714,0.535714285714286
"11730","chr1",74744101,"+",0.245833333333333,0.78125,-0.535416666666667
"11744","chr1",74782841,"+",0.310096153846154,0.833333333333333,-0.523237179487179
"11794","chr1",74857867,"+",0.25,0.764880952380952,-0.514880952380952
"11799","chr1",74859008,"+",0.621212121212121,0.0833333333333333,0.537878787878788
"11877","chr1",74993772,"+",0.276041666666667,0.909090909090909,-0.633049242424243
"11920","chr1",75211509,"+",0.782608695652174,0.235714285714286,0.546894409937888
"11999","chr1",75364691,"+",0.96875,0.423076923076923,0.545673076923077
"12009","chr1",75375785,"+",0.868421052631579,0.245454545454545,0.622966507177034
"12013","chr1",75381709,"+",0.884615384615385,0.375919117647059,0.508696266968326
"12051","chr1",75433580,"+",0.408333333333333,0.962962962962963,-0.55462962962963
"12069","chr1",75459114,"+",0.663636363636364,0.142857142857143,0.520779220779221
"12092","chr1",75510426,"+",0.167647058823529,0.733333333333333,-0.565686274509804
"12188","chr1",75698337,"+",0.172631578947368,0.741258741258741,-0.568627162311373
"12212","chr1",75797916,"+",0.222527472527473,0.892857142857143,-0.67032967032967
"12231","chr1",75904082,"+",0.96875,0.460526315789474,0.508223684210526
"12234","chr1",75916601,"+",0.944444444444444,0.404411764705882,0.540032679738562
"12243","chr1",75934075,"+",0.161764705882353,0.871212121212121,-0.709447415329768
"12264","chr1",76031795,"+",0.715909090909091,0.2,0.515909090909091
"12314","chr1",76283567,"+",0.841666666666667,0.270833333333333,0.570833333333333
"12355","chr1",76652365,"+",0.982142857142857,0.425925925925926,0.556216931216931
"12375","chr1",76829873,"+",0.205882352941176,0.9,-0.694117647058824
"12401","chr1",77024089,"+",0.679271708683473,0.115384615384615,0.563887093298858
"12407","chr1",77035477,"+",0.983870967741935,0.431216931216931,0.552654036525004
"12419","chr1",77084434,"+",0.35,0.851258581235698,-0.501258581235698
"12429","chr1",77147563,"+",1,0.440340909090909,0.559659090909091
"12448","chr1",77281862,"+",0.25,0.926075268817204,-0.676075268817204
"12449","chr1",77281875,"+",0.26231884057971,0.852357320099256,-0.590038479519545
"12450","chr1",77282010,"+",0.15921568627451,0.791666666666667,-0.632450980392157
"12515","chr1",77521430,"+",0.92822966507177,0.20460358056266,0.72362608450911
"12534","chr1",77565212,"+",0.941176470588235,0.384615384615385,0.556561085972851
"12634","chr1",78094280,"+",0.797619047619048,0.264705882352941,0.532913165266106
"12682","chr1",78168215,"+",0.875,0.310714285714286,0.564285714285714
"12689","chr1",78191172,"+",0.526470588235294,0,0.526470588235294
"12738","chr1",78353238,"+",1,0.46,0.54
